method,source,dataset,model,kc,poison_rate,seed,clean_acc,valid_asr,wrong_asr,single_leak,invalid_leak,csg
single,hard_ablation_288,cifar100,vgg11,8,0.05,1,0.6872,1.0,0.0,0.98908125,0.9894196428571429,0.0105803571428571
single,hard_ablation_288,cifar100,vgg11,8,0.05,2,0.6924,1.0,0.0,0.988675,0.9882410714285714,0.01132500000000003
wo_invalid,hard_ablation_288,cifar100,vgg11,8,0.05,0,0.6931,0.9991919191919193,0.00040404040404040404,0.014925,0.33436785714285716,0.6648240620490622
wo_invalid,hard_ablation_288,cifar100,vgg11,8,0.05,1,0.6871,0.9992929292929293,0.00010101010101010101,0.0155,0.25415714285714286,0.7451357864357865
wo_invalid,hard_ablation_288,cifar100,vgg11,8,0.05,2,0.6876,0.9989646464646464,0.00030303030303030303,0.01654375,0.28771964285714285,0.7112450036075035
full,hard_ablation_288,gtsrb,resnet18,4,0.01,0,0.9847189231987332,0.9999368686868687,0.0,0.005393903404592241,0.0034441805225653207,0.9945429652822765
full,hard_ablation_288,gtsrb,resnet18,4,0.01,1,0.9872525732383215,0.9999579124579124,0.0,0.003315518606492478,0.0020651887041435737,0.99664239385142
full,hard_ablation_288,gtsrb,resnet18,4,0.01,2,0.9836896278701505,0.9999174328812563,0.0002463054187192118,0.005829374505146477,0.003259435207178675,0.9940880583761099
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.01,0,0.9829770387965162,1.0,0.0,0.461520190023753,0.9098772763262074,0.09012272367379259
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.01,1,0.9866191607284244,1.0,0.0,0.4344615993665875,0.8702560042227501,0.12974399577724993
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.01,2,0.9851148060174189,0.9998332047901013,0.0,0.48252177355502773,0.959078912641858,0.04075429214824333
single,hard_ablation_288,gtsrb,resnet18,4,0.01,0,0.9843230403800475,1.0,0.0,0.9607878068091845,0.9466217999472156,0.03921219319081548
single,hard_ablation_288,gtsrb,resnet18,4,0.01,1,0.9861441013460016,1.0,0.0,0.9606690419635788,0.9436394827131169,0.03933095803642117
single,hard_ablation_288,gtsrb,resnet18,4,0.01,2,0.9828978622327791,1.0,0.0,0.9606096595407759,0.9418975983108999,0.03939034045922407
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.01,0,0.9861441013460016,1.0,0.0,0.0025435471100554237,0.528424386381631,0.47157561361836897
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.01,1,0.9868566904196358,1.0,0.0,0.0025138558986539986,0.3318487727632621,0.6681512272367379
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.01,2,0.9846397466349961,0.99997947454844,0.0,0.002028899445764054,0.2675640010556875,0.7324154734927526
full,hard_ablation_288,gtsrb,resnet18,4,0.05,0,0.9864608076009501,1.0,0.0,0.000613618368962787,0.0005278437582475588,0.9993863816310372
full,hard_ablation_288,gtsrb,resnet18,4,0.05,1,0.9893111638954869,1.0,0.0,0.0005146476642913698,0.00043547110055423594,0.9994853523357087
full,hard_ablation_288,gtsrb,resnet18,4,0.05,2,0.9866983372921615,1.0,0.0,0.0006037212984956453,0.0009897070467141725,0.9990102929532858
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.05,0,0.9836896278701505,0.9999584307773963,0.0,0.48222486144101345,0.9607944048561625,0.0391640259212338
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.05,1,0.9882818685669041,1.0,0.0,0.4869061757719715,0.9608405911850092,0.039159408814990804
naive_dual,hard_ablation_288,gtsrb,resnet18,4,0.05,2,0.9860649247822645,0.9999789562289563,0.0,0.49707046714172604,0.9448667194510425,0.05511223677791377
single,hard_ablation_288,gtsrb,resnet18,4,0.05,0,0.9814726840855107,1.0,0.0,0.9605700712589074,0.960477698601214,0.039429928741092635
single,hard_ablation_288,gtsrb,resnet18,4,0.05,1,0.9855898653998416,1.0,0.0,0.9607878068091845,0.9363882290841911,0.03921219319081548
single,hard_ablation_288,gtsrb,resnet18,4,0.05,2,0.9794140934283452,1.0,0.0,0.960124703087886,0.9417524412773819,0.039875296912114
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.05,0,0.9862232779097387,1.0,0.0,0.0005740300870942201,0.6475389284771708,0.35246107152282924
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.05,1,0.9865399841646872,1.0,0.0,0.00043547110055423594,0.33320137239377146,0.6667986276062285
wo_invalid,hard_ablation_288,gtsrb,resnet18,4,0.05,2,0.989944576405384,1.0,0.0,0.0003068091844813935,0.30583927157561364,0.6941607284243864
full,hard_ablation_288,gtsrb,resnet18,8,0.01,0,0.9861441013460016,0.9781513590362013,0.009857978279030911,0.0058838083927157565,0.00471807487840742,0.9682933807571704
full,hard_ablation_288,gtsrb,resnet18,8,0.01,1,0.985193982581156,0.9830388699956563,0.002416666666666667,0.0050178147268408555,0.002885702974776609,0.9780210552688154
full,hard_ablation_288,gtsrb,resnet18,8,0.01,2,0.9811559778305622,0.9822027658256545,0.014532019704433498,0.0034441805225653207,0.0022791539418617803,0.967670746121221
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.01,0,0.9825019794140935,0.999007868264986,0.0,0.48104216152019,0.9590727858839497,0.03993508238103627
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.01,1,0.9866191607284244,0.9996364371736522,0.000505050505050505,0.48043844022169435,0.9546021377672209,0.04503429940643133
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.01,2,0.9830562153602533,0.9999895833333333,0.0,0.4815766033254157,0.9593400067865626,0.040649576546770705
single,hard_ablation_288,gtsrb,resnet18,8,0.01,0,0.9850356294536817,1.0,0.0,0.961728028503563,0.948549372242959,0.03827197149643702
single,hard_ablation_288,gtsrb,resnet18,8,0.01,1,0.9854315122723674,1.0,0.0,0.9617824623911322,0.9440151001017985,0.03821753760886781
single,hard_ablation_288,gtsrb,resnet18,8,0.01,2,0.9836104513064133,1.0,0.0,0.9617428741092636,0.948334464427101,0.038257125890736376
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.01,0,0.9846397466349961,0.9986684857749966,0.0008333333333333334,0.009951504354711005,0.35788372356068315,0.6407847622143135
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.01,1,0.9859065716547902,0.9995933291245791,0.002916666666666667,0.010134600158353128,0.32926987897296683,0.6703234501516122
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.01,2,0.9853523357086302,0.9979457455449117,0.0005012531328320802,0.010768012668250199,0.33611158240018096,0.6618341631447306
full,hard_ablation_288,gtsrb,resnet18,8,0.05,0,0.9865399841646872,1.0,0.0,0.0005888756927949327,0.0007239000113109376,0.999276099988689
full,hard_ablation_288,gtsrb,resnet18,8,0.05,1,0.9855898653998416,0.9999793206075533,0.0,0.0007472288202692003,0.0009812238434566225,0.9989980967640967
full,hard_ablation_288,gtsrb,resnet18,8,0.05,2,0.985193982581156,1.0,0.0,0.0006334125098970705,0.0007691437620178712,0.9992308562379821
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.05,0,0.9853523357086302,1.0,0.0,0.4830512668250198,0.9609532292727067,0.039046770727293345
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.05,1,0.9820269200316706,0.9999895572263994,0.0,0.4845754156769596,0.9613279040832485,0.03866165314315084
naive_dual,hard_ablation_288,gtsrb,resnet18,8,0.05,2,0.9832937450514647,1.0,0.0,0.5842092240696753,0.9096581269087207,0.09034187309127928
single,hard_ablation_288,gtsrb,resnet18,8,0.05,0,0.9829770387965162,1.0,0.0,0.96173792557403,0.9529563963352562,0.03826207442596996
single,hard_ablation_288,gtsrb,resnet18,8,0.05,1,0.9862232779097387,1.0,0.0,0.9617478226444972,0.9526608980884516,0.03825217735550279
single,hard_ablation_288,gtsrb,resnet18,8,0.05,2,0.9866983372921615,1.0,0.0,0.96173792557403,0.9477929532858274,0.03826207442596996
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.05,0,0.9836896278701505,1.0,0.0,0.0017072446555819478,0.3296403121818799,0.6703596878181202
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.05,1,0.9885193982581156,1.0,0.0,0.0011480601741884402,0.3230912792670512,0.6769087207329487
wo_invalid,hard_ablation_288,gtsrb,resnet18,8,0.05,2,0.985827395091053,1.0,0.0,0.002023950910530483,0.33898456057007126,0.6610154394299288
full,hard_ablation_288,gtsrb,vgg11,4,0.01,0,0.9684877276326207,0.9974459785731227,0.00015910898965791568,0.008382818685669043,0.003846661388229084,0.9890631598874536
full,hard_ablation_288,gtsrb,vgg11,4,0.01,1,0.9695961995249406,0.9913422913087632,0.001431980906921241,0.010362232779097388,0.004922143045658485,0.9809800585296657
full,hard_ablation_288,gtsrb,vgg11,4,0.01,2,0.9707838479809976,0.9907738080163042,8.417508417508418e-05,0.015043547110055424,0.004130377408287147,0.9757302609062488
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.01,0,0.9614410134600159,0.9984339810538577,0.0,0.4813341250989707,0.9584520981789391,0.03998188287491866
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.01,1,0.9688836104513064,0.997573137680861,0.0,0.4840657165479018,0.9561823700184745,0.041390767662386474
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.01,2,0.9666666666666667,0.9996879429084751,0.0,0.4819576405384006,0.9595539720242808,0.04013397088419424
single,hard_ablation_288,gtsrb,vgg11,4,0.01,0,0.9655581947743468,1.0,0.0,0.9605799683293745,0.9467999472156242,0.039420031670625466
single,hard_ablation_288,gtsrb,vgg11,4,0.01,1,0.9668250197941409,1.0,0.0,0.9593032462391132,0.9455067300079176,0.04069675376088677
single,hard_ablation_288,gtsrb,vgg11,4,0.01,2,0.9718923198733175,1.0,0.0,0.9604809976247031,0.9397730271839535,0.03951900237529693
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.01,0,0.9696753760886777,0.9970017101817991,0.0,0.015221694378463975,0.32789654262338347,0.6691051675584156
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.01,1,0.9701504354711006,0.9958739369747527,0.0,0.01583531274742676,0.1570335180786487,0.838840418896104
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.01,2,0.9709422011084718,0.9976560173361918,0.0,0.012321852731591448,0.18870414357350224,0.8089518737626895
full,hard_ablation_288,gtsrb,vgg11,4,0.05,0,0.9684877276326207,1.0,0.0,0.002246634996041172,0.002903140670361573,0.9970968593296384
full,hard_ablation_288,gtsrb,vgg11,4,0.05,1,0.9699920823436263,1.0,0.0,0.0016231195566112431,0.0023357086302454476,0.9976642913697545
full,hard_ablation_288,gtsrb,vgg11,4,0.05,2,0.9688836104513064,1.0,0.0,0.0016528107680126682,0.0025006598046978094,0.9974993401953022
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.05,0,0.9664291369754553,1.0,0.0,0.4861539984164687,0.9603127474267616,0.03968725257323835
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.05,1,0.9664291369754553,1.0,0.0,0.48233372921615203,0.9607878068091845,0.03921219319081548
naive_dual,hard_ablation_288,gtsrb,vgg11,4,0.05,2,0.9679334916864608,1.0,0.0,0.4955661124307205,0.9608603853259435,0.03913961467405647
single,hard_ablation_288,gtsrb,vgg11,4,0.05,0,0.9693586698337292,1.0,0.0,0.9607680126682502,0.9546978094484033,0.03923198733174982
single,hard_ablation_288,gtsrb,vgg11,4,0.05,1,0.9635787806809184,1.0,0.0,0.9597980997624703,0.9497162839799419,0.040201900237529675
single,hard_ablation_288,gtsrb,vgg11,4,0.05,2,0.9647664291369754,1.0,0.0,0.9605700712589074,0.944695170229612,0.039429928741092635
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.05,0,0.9694378463974663,1.0,0.0,0.0024940617577197148,0.10415017154922143,0.8958498284507785
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.05,1,0.9673000791765637,1.0,0.0,0.0024346793349168646,0.12672868830826076,0.8732713116917392
wo_invalid,hard_ablation_288,gtsrb,vgg11,4,0.05,2,0.9721298495645289,1.0,0.0,0.0034441805225653207,0.1868500923726577,0.8131499076273423
full,hard_ablation_288,gtsrb,vgg11,8,0.01,0,0.9705463182897862,0.9456789584277215,0.006734006734006734,0.018898456057007126,0.023173283565207557,0.922505674862514
full,hard_ablation_288,gtsrb,vgg11,8,0.01,1,0.9682501979414093,0.9373304485659821,0.008838383838383838,0.02453978622327791,0.022498868906232327,0.9127906623427042
full,hard_ablation_288,gtsrb,vgg11,8,0.01,2,0.9711005542359462,0.917350570242709,0.04039408866995074,0.024183491686460806,0.021743863816310372,0.8769564815727583
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.01,0,0.9653206650831354,0.9967904806160137,0.0004166666666666667,0.482368368962787,0.9527669381291709,0.044023542486842815
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.01,1,0.9697545526524148,0.9942816391644482,0.00031821797931583137,0.5432699920823436,0.9127954982468046,0.08148614091764361
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.01,2,0.966270783847981,0.9948548267523765,0.0048454469507101085,0.4859560570071259,0.9441253817441466,0.050729445008229845
single,hard_ablation_288,gtsrb,vgg11,8,0.01,0,0.9680918448139351,1.0,0.0,0.9573485748218528,0.9528107680126683,0.04265142517814724
single,hard_ablation_288,gtsrb,vgg11,8,0.01,1,0.9660332541567695,1.0,0.0,0.9579028107680126,0.947770331410474,0.04209718923198735
single,hard_ablation_288,gtsrb,vgg11,8,0.01,2,0.9691211401425178,1.0,0.0,0.957714766429137,0.9558816875919014,0.042285233570863
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.01,0,0.9665874901029295,0.985023198912416,0.0022727272727272726,0.030181116389548693,0.30756701730573466,0.6774561816066813
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.01,1,0.9590657165479018,0.9797541061882885,0.0013524264120922831,0.03055720506730008,0.3272720846058138,0.6524820215824747
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.01,2,0.9642121931908155,0.9864700005647846,0.0024227234753550543,0.027340657165479017,0.3110932021264563,0.6753767984383283
full,hard_ablation_288,gtsrb,vgg11,8,0.05,0,0.9711797307996833,0.9997082550125314,0.0,0.0028800475059382424,0.003666157674471214,0.9960420973380602
full,hard_ablation_288,gtsrb,vgg11,8,0.05,1,0.9723673792557403,0.9992630760033459,0.0002506265664160401,0.0035728424386381632,0.004730799683293745,0.9945322763200521
full,hard_ablation_288,gtsrb,vgg11,8,0.05,2,0.9748218527315915,0.9996479477043507,0.0005012531328320802,0.0037015043547110054,0.005340176450627757,0.9943077712537229
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.05,0,0.9695170229612035,0.9999791666666666,0.0,0.4875148456057007,0.9613830449044226,0.03859612176224403
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.05,1,0.9653206650831354,1.0,0.0,0.49304730799683294,0.9612840741997511,0.03871592580024885
naive_dual,hard_ablation_288,gtsrb,vgg11,8,0.05,2,0.9626286619160729,1.0,0.0,0.5107234758511481,0.9612444859178826,0.038755514082117415
single,hard_ablation_288,gtsrb,vgg11,8,0.05,0,0.9655581947743468,1.0,0.0,0.9617181314330958,0.9518549937789843,0.03828186856690419
single,hard_ablation_288,gtsrb,vgg11,8,0.05,1,0.9618368962787015,1.0,0.0,0.961520190023753,0.9557162651283791,0.038479809976247004
single,hard_ablation_288,gtsrb,vgg11,8,0.05,2,0.9622327790973871,1.0,0.0,0.9615300870942202,0.9503718470761227,0.038469912905779835
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.05,0,0.9680918448139351,0.9999583333333333,0.0,0.007754354711005542,0.2558477547788712,0.7441105785544622
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.05,1,0.9686460807600951,0.9999164578111946,0.0,0.007289192399049882,0.2631065490329148,0.7368099087782798
wo_invalid,hard_ablation_288,gtsrb,vgg11,8,0.05,2,0.9699920823436263,1.0,0.0,0.008120546318289786,0.274452833389888,0.725547166610112
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.01,0,0.9385,0.9982777777777778,0.0013333333333333333,0.0139,0.022191666666666665,0.9760861111111112
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.01,0,0.9056,0.9922500000000001,0.0036666666666666666,0.0377,0.0529,0.9393500000000001
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.01,0,0.7503,0.9881565656565657,0.00010101010101010101,0.0138,0.010808333333333333,0.9743565656565657
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.01,0,0.6753,0.9863131313131313,0.0013131313131313131,0.0162,0.011925,0.9701131313131313
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.01,0,0.9818685669041963,0.9999158249158249,0.0,0.0046912114014251785,0.0011150699392979677,0.9952246135143997
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.01,0,0.966270783847981,0.9948556632202656,0.00047732696897374703,0.010302850356294536,0.005106888361045131,0.9845528128639711
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.01,1,0.9407,0.9995,0.0007777777777777777,0.0240625,0.025108333333333333,0.9743916666666668
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.01,1,0.9021,0.9863888888888889,0.008,0.038525,0.05304166666666667,0.9333472222222222
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.01,1,0.7565,0.9894444444444445,0.00020202020202020202,0.0155,0.010108333333333334,0.9739444444444445
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.01,1,0.6751,0.9915909090909091,0.000505050505050505,0.012175,0.008575,0.979415909090909
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.01,1,0.9865399841646872,0.9993396633276552,0.00042087542087542086,0.0036322248614410134,0.0012008445500131962,0.9957074384662142
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.01,1,0.9672209026128266,0.9905326475083926,0.0013524264120922831,0.015756136183689626,0.004044602797571919,0.974776511324703
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.01,2,0.9431,0.9982222222222222,0.0012222222222222222,0.01585,0.021566666666666668,0.9766555555555556
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.01,2,0.9048,0.9911388888888889,0.006222222222222222,0.0404125,0.04901666666666667,0.9421222222222222
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.01,2,0.7489,0.9858080808080808,0.00030303030303030303,0.0177125,0.011975,0.9680955808080808
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.01,2,0.6729,0.9913636363636363,0.00020202020202020202,0.015725,0.0135,0.9756386363636363
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.01,2,0.984006334125099,0.9998347597485528,0.00016835016835016836,0.0053147268408551065,0.0017418844022169437,0.9945200329076977
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.01,2,0.9721298495645289,0.990401753952132,0.00016835016835016836,0.009610055423594615,0.0033320137239377145,0.9807916985285374
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.05,0,0.9427,0.9999444444444445,0.0,0.0108375,0.017475,0.9824694444444445
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.05,0,0.9034,0.9991944444444445,0.0005555555555555556,0.024525,0.030783333333333333,0.9684111111111111
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.05,0,0.7554,0.9991161616161617,0.0,0.004275,0.004608333333333333,0.9945078282828284
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.05,0,0.6738,0.9981565656565656,0.0,0.0065,0.00645,0.9916565656565657
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.05,0,0.9862232779097387,1.0,0.0,0.0002573238321456849,0.00021773555027711797,0.9997426761678543
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.05,0,0.9711005542359462,0.9999589490968801,0.00016420361247947455,0.0016330166270783848,0.0015901293217207707,0.9983259324698017
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.05,1,0.9418,0.9999166666666667,0.00011111111111111112,0.0110625,0.015125,0.9847916666666667
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.05,1,0.9109,0.9993888888888889,0.0003333333333333333,0.023675,0.03045,0.9689388888888889
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.05,1,0.7527,0.999469696969697,0.0,0.0046125,0.0052833333333333335,0.9941863636363637
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.05,1,0.6741,0.9993434343434344,0.0,0.006325,0.007591666666666667,0.9917517676767678
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.05,1,0.9879651623119556,1.0,0.0,0.00020783847980997624,0.00021773555027711797,0.9997822644497228
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.05,1,0.9706254948535233,1.0,0.0,0.0009699129057798891,0.0016231195566112431,0.9983768804433888
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,4,0.05,2,0.9412,0.9998888888888889,0.00011111111111111112,0.0084625,0.013575,0.9863138888888889
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,4,0.05,2,0.9077,0.9993055555555556,0.00044444444444444447,0.022625,0.03305,0.9662555555555555
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,4,0.05,2,0.7478,0.999469696969697,0.0,0.0049375,0.0055,0.9939696969696971
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,4,0.05,2,0.6716,0.9992676767676768,0.0,0.0072625,0.007658333333333333,0.9916093434343435
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,4,0.05,2,0.9878068091844814,0.9999579124579124,0.0,0.000395882818685669,0.0004024808656637635,0.9995554315922487
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,4,0.05,2,0.9720506730007917,1.0,0.0,0.001989311163895487,0.002566640274478754,0.9974333597255213
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.01,0,0.9367,0.997263888888889,0.0064444444444444445,0.03094375,0.046975,0.950288888888889
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.01,0,0.9032,0.9864583333333333,0.018111111111111113,0.0826375,0.13063035714285715,0.8558279761904761
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.01,0,0.7559,0.9805934343434343,0.0022222222222222222,0.02339375,0.018405357142857143,0.9571996843434343
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.01,0,0.675,0.9716287878787879,0.00393939393939394,0.04023125,0.032557142857142854,0.9313975378787879
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.01,0,0.9863024544734759,0.9897970350547483,0.007936507936507936,0.006106492478226445,0.004221807487840742,0.9818605271182403
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.01,0,0.9612034837688044,0.9594806925788621,0.020486985726280438,0.029047901821060967,0.03075443954303812,0.928726253035824
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.01,1,0.9415,0.996013888888889,0.005888888888888889,0.0288625,0.043569642857142855,0.9524442460317462
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.01,1,0.9061,0.9791666666666667,0.025222222222222222,0.0817,0.11839464285714285,0.8607720238095239
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.01,1,0.753,0.9772979797979797,0.004545454545454545,0.01461875,0.011142857142857144,0.9626792297979797
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.01,1,0.6761,0.9862373737373736,0.00393939393939394,0.02525,0.019732142857142858,0.9609873737373736
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.01,1,0.9831353919239905,0.9884172695451166,0.00075,0.0033353127474267615,0.002324397692568714,0.9850819567976898
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.01,1,0.9719714964370546,0.9355174283747154,0.011363636363636364,0.032026920031670625,0.02630641330166271,0.9034905083430448
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.01,2,0.9382,0.995736111111111,0.006,0.030925,0.049944642857142854,0.9457914682539682
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.01,2,0.905,0.9812222222222221,0.033,0.08576875,0.12721964285714285,0.8540025793650793
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.01,2,0.7493,0.9764141414141415,0.0021212121212121214,0.02373125,0.021914285714285716,0.9526828914141415
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.01,2,0.6811,0.977108585858586,0.0027272727272727275,0.03731875,0.032744642857142854,0.939789835858586
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.01,2,0.9824228028503563,0.9898191818708646,0.0008210180623973727,0.005111836896278701,0.0034074199751159373,0.9847073449745859
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.01,2,0.9720506730007917,0.9542760928220533,0.013711001642036124,0.02340657165479018,0.02049400520303133,0.9308695211672631
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.05,0,0.9384,0.999875,0.0003333333333333333,0.02051875,0.03129642857142857,0.9685785714285714
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,vgg11,8,0.05,0,0.9028,0.9985694444444445,0.0033333333333333335,0.04343125,0.06527857142857142,0.9332908730158731
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,resnet18,8,0.05,0,0.7534,0.9988383838383837,0.00020202020202020202,0.00851875,0.010767857142857143,0.9880705266955266
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar100,vgg11,8,0.05,0,0.6731,0.9975,0.000505050505050505,0.013025,0.016689285714285716,0.9808107142857143
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,resnet18,8,0.05,0,0.985827395091053,1.0,0.0,0.001014449722882027,0.0013629679900463748,0.9986370320099536
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,gtsrb,vgg11,8,0.05,0,0.9755344418052256,0.9997720001869559,0.0003284072249589491,0.0027216943784639748,0.004026693812917091,0.9957453063740388
adaptive_feedback_tuned_v2,adaptive_main72_tuned_v2,cifar10,resnet18,8,0.05,1,0.9396,0.999888888888889,0.00022222222222222223,0.02033125,0.0316,0.9682888888888891
